question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,1,easy
"Crystal system of mentioned dimensions of axes and angles belong to a=b=c, alpha=beta=gamma ≠ 90$_\circ$?",,difficult," Rhombohedral (or trigonal) lattice has one lattice point at each corner of the unit cell. It has
unit cell vectors $a=b=c$ and interaxial angles $\alpha=\beta=Y \neq 90^{\circ}$",,50,Hexagonal,tetragonal,orthorhombic,rhombohedron,,,,,4,,,
The attractive forces between the partial positive end of one molecule and partial negative end of other molecules are called,,moderate,An ion-dipole force is an attractive force that results from the electrostatic attraction between an ion and a neutral molecule that has a dipole. Most commonly found in solutions. A positive ion (cation) attracts the partially negative end of a neutral polar molecule.,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c4_Liquids_and_solids/c4e19.PNG,50,Ion dipole forces,London forces,Hydrogen bonding,Dipole forces,,,,,1,,,
What reason justifies that liquid gets the shape of the container when it is poured into it?,,moderate,"The forces between liquid particles are weaker than the forces between solid particles. This means that liquid particles are further apart and can move about more easily. Since the particles can move, the liquid can flow and take the shape of its container.",,50,Liquid is highly compressible,liquid do not have definite volume,liquid molecules can slide over each other,liquid did not have a definite shape,,,,,4,,,
Steam causes more severe burn than the boiling water because:,,difficult,Steam produces more severe burns than boiling water. Steam will produce more severe burns than boiling water because steam has more heat energy than water due to its latent heat of vaporization. Where Latent heat of vaporization is a physical property of a substance. It is defined as the heat required to change one mole of liquid at its boiling point under standard atmospheric pressure. It is expressed as kg/mol or kJ/kg.,,50,latent heat of fusion,latent heat of vaporization,latent heat of sublimation,all the above,,,,,2,,,
Crystalline solids can be identified easily from their:,,moderate,Crystalline solids have a sharp definite melting point compared to the rest of the types of solids which shows a range of melting temperatures.,,50,sharp melting point,definite geometric,transition temperature,color,,,,,1,,,
Molar heat of vaporization of water is?,,moderate,"The units for the molar heat of vaporization are kilojoules per mole (kJ/mol). Sometimes the unit J/g is used. In that case, it is referred to as the heat of vaporization, the term 'molar' being eliminated. The molar heat of vaporization for water is 40.7 kJ/mol.",,50,40.7 kJ/ mol,40.7 J/ mol,40.7 cal/ mol,40.7 kcal / mol,,,,,1,,,
"When water freezes at $0^\circ$C, its density decreases due to:",,moderate,"At about $4^\circ$C it reaches a maximum density and then decreases in density as it approaches the freezing point. The water further expands upon freezing, so that water freezes from the top down, and ice floats on water.",,50,Change of bond angles,Cubic structure of ice,Empty space present in the structure of ice,Change of bond length,,,,,3,,,
The quantity of heat required to convert a one mole of liquid into its vapor at its boiling point is called molar heat of:,,easy,"Option A is correct. Sublimation is the transition of a substance directly from the solid to the gas state, without passing through the liquid state. Crystallization is the (natural or artificial) process by which a solid form, where the atoms or molecules are highly organized into a structure known as a crystal. Some of the ways by which crystals form are precipitating from a solution. Evaporation is the process by which water changes from a liquid to a gas or vapor. Evaporation is the primary pathway that water moves from the liquid state back into the water cycle as atmospheric water vapor.",,50,vaporization,sublimation,crystallization,evaporation,,,,,1,,,
Which of the following has the strongest intermolecular forces of attraction?,,difficult,"And all the given options the molecules are nonpolar and has LDF (London dipole forces) as a prominent intermolecular force. Since LDF is directly proportional to polarizability which is directly proportional to molar mass. Iodine has is the greatest molar mass, so it has strongest intermolecular forces.",,50,Hydrogen gas,chlorine gas,Iodine gas,methane gas,,,,,3,,,
Select a pair of compounds which are isomorphic in nature:,,difficult,"  Isomorphism is a mapping between two structures of the same type that can be reversed by an inverse mapping. Spdium fluoride, NaF, is isomorphous with magnesium oxide, $\mathrm{MgO}$, because their
crystal structures are very similar in shape.
Sodium fluoride and magnesium oxide are isosteric compounds, i.e. they have the same number
of valence electrons, but they differ in the type of atoms that form them. Because the cations and anions
that form these two compounds differ by just 1 unit of charge $(\mathrm{Na}+, \mathrm{Mg} 2+, \text { and } \mathrm{F}-, \mathrm{O} 2-),$ they crystalize
in a similar face-centered cubic structure.",,50,$\mathrm{NaCl} \text { and } \mathrm{KNO}_{3}$,$\mathrm{MgO} \text { and } \mathrm{NaF}$,$\mathrm{KNO}_{3} \text { and } \mathrm{MgO}$,$NaF$ and $\mathrm{CaCO}_{3}$,,,,,2,,,
Comment on the viscosity of solids,,moderate,"There is nothing like viscosity in solid because Viscosity is a measure of a fluid's resistance to flow or thickness of a fluid. Note: 'fluid', meaning viscosity is friction that occurs between the molecules of fluid. Solid other hand can't experience viscosity since it is firm in stable or shape.",,50,infinite ,negligible,medium,no concept of viscosity in solid,,,,,4,,,
"Carbon dioxide and Sulphur dioxide are both triatomic molecules, but heat of vaporization of sulfur dioxide is greater than that of carbon dioxide. This is due to:",,difficult," Triatomic molecules are molecules composed of three atoms, of either the same or
different chemical elements. Examples include $\mathrm{H}_{2} \mathrm{O}, \mathrm{CO}_{2}$, and $\mathrm{HCN}$. Sulfur dioxide is a polar molecule while carbon dioxide is a nonpolar molecule. Sulphur dioxide has stronger intermolecular forces due to
its polarity and size. Therefore, Heat of vaporization of Sulphur dioxide is greater than carbon dioxide.",,50,greater electronegative character of sulfur,greater size of sulfur dioxide molecule,sulfur dioxide is polar and carbon dioxide is nonpolar,sulfur dioxide is more acidic in nature than carbon dioxide,,,,,2,,,
During which process empty spaces between particles become minimum?,,moderate,During condensation particles release energy and come closer together and the spaces becomes minimum.,,50,Ionization,condensation,Fusion,evaporation,,,,,2,,,
Hardness of diamond is attributed to the:,,moderate,"The tetrahedra is common crystal habit of diamond minerals. The diamond is resistant to pressure everywhere but along planes of cleavage. Thus, a diamond can be shaped or faceted.",,50,strength of the ionic bonds in the structure,absence of valence electrons in carbon atoms,tetrahedral geometry of each carbon,3-dimensional network of covalent bonds,,,,,3,,,
Which statement about gases is not correct?,,moderate,"Atoms of gases are free to move because they contain high energy and are not attracted to each other compared to solid and liquid. Therefore, they are not arranged regularly. The rest of the options are correct about gases.",,50,Molecules are arranged regularly,they spread throughout the vessel,there are large spaces between the molecules,pressure is due to collision,,,,,1,,,
Kinetic theory of gas was put forward by:,,easy,"In 1738 Daniel Bernoulli published Hydrodynamica, which laid the basis for the kinetic theory of gases. In 1856 August Krönig (probably after reading a paper of Waterston) created a simple gas-kinetic model, which only considered the translational motion of the particles. Newton developed the three laws of motion which form the basic principles of modern physics. His work in optics included the study of white light and the discovery of the color spectrum. Maxwell contributed to the development of color photography. His analysis of color perception led to his invention of the trichromatic process. By using red, green and blue filters he created the first color photograph. Whereas Coulomb studied engineering and plied his trade with the military before winning accolades for his work in torsion balances. He offered pioneering theories in the force found between electrical charges, as well as magnetic attraction and repulsion",,50,Newton,Bernouilli,Maxwell,Coulomb,,,,,2,,,
