question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,,,easy,1
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
VOLUMINOUS",,easy,,,107,prose,Spacious,lengthy,hostile,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CONDOLE",,easy,,,107,coerce,comfort,insist,allow,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PROCURE",,easy,,,107,obtain,hoard,storage,grain,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CALLOUS",,moderate,,,107,careless,wound,worrisome,heal,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PROBITY",,moderate,,,107,integrity,check,tension,investigation,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
OBSEQUIOUS",,hard,,,107,servile,sequence,destruction,satire,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
RUDIMENTARY",,easy,,,107,simple,old,fundamental,primary,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DISAPPROBATION",,easy,,,107,probation,skillset,disapproval,diminish,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
INTRANSIGENT",,easy,,,107,deposit,critical,flexible,uncompromising,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
ABDICATE",,easy,,,107,dictate,resign,tilt,turn,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DEFERENTIAL",,moderate,,,107,consequential,remote,disprarate,respect,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
TRIVIAL",,easy,,,107,minor,test,puzzle,total,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
TORMENT",,easy,,,107,deconstruct,anger,plunder,distress,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
INVENTIVE",,easy,,,107,indicate,ingenious,heavenly,document,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
IMMUTABLE",,easy,,,107,silence,flexible,unchanging,yielding,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PERFUNCTORY",,hard,,,107,uninterested,functional,precede,foreign,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SUMMARY",,hard,,,107, precis,custom,ponder,polite,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
FASCIMILE",,moderate,,,107,august,smile,eavesdrop,copy,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
AMBIGUIOUS",,easy,,,107,clarity,concise,conspiracy,unequivocal,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
UNCONSEQUENTIAL",,easy,,,107,brilliant,conclude,sequential,unimportant,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
HACKNEYED",,moderate,,,107,overused,similar,alert,sad,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CALUMNY",,hard,,,107,building,aspiration,tower,slander,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
REDOLENT",,hard,,,107,elegance,exuberance,dress,evocative,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
TEMPERANCE",,moderate,,,107,popularity,efficacy,sobriety,heat,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SUCCINCT",,easy,,,107,"Compact
",delicate,ordinary,choir,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PELLUCID",,hard,,,107,pungent,jarring,dainty,transparent,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
RANCOUR",,moderate,,,107,noise,whistle,gathering,spite,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
LARCENY",,easy,,,107,automation,redundancy,negativity,theft,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
ARSON",,easy,,,107,firebombing,prison,repetitive,accident,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SERENDIPITY",,easy,,,107,magic,serenity,fortitude,peace,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
EMBRACE",,easy,,,107,enfold,amiss,incite,approve,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
LURID",,moderate,,,107,sensational,obscence,skeptical,grave,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
INIMICAL",,hard,,,107,mocking,injurious,dazed,judicious,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
LACKADAISICAL",,easy,,,107,lax,dream ,initiate,horrid,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
IMPROPRIETY",,moderate,,,107,harshness,robbery,sociability,inappropraiteness,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
FALLACY",,easy,,,107,formula,hill,enabling,misconception,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
JETTISON",,moderate,,,107,abandon,amass,adhere,instigate,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
MORBID",,easy,,,107,ghastly,pristine,answer,tight,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DOCTRINAIRE",,moderate,,,107,fortunate,dispense,disparate,dogmatic,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
VIRTUE",,easy,,,107,rectitude,fortune,rigid,need,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DEBASE",,moderate,,,107,decline,demean,drink,dry,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
TRITE",,moderate,,,107,cajole,graphic,banal,small,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DISTILL",,easy,,,107,refine,ready,disagree,disregard,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
LACONIC",,moderate,,,107,indulge,preparedness,iconic,terse,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PUGNACIOUS",,moderate,,,107,mild,chubby,agggressive,spacious,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
EGREGIOUS",,hard,,,107,appalling,delicious,happy,miserly,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
EXTANT",,moderate,,,107,extinct,exit,exist,enter,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
ENERVATE",,moderate,,,107,devote,energize,exhaust,worship,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PLATITUDINOUS",,moderate,,,107,abundant,cliché,considerate,nonsense,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SEDULOUS",,moderate,,,107,doubtful,unfortunate,unacceptable,diligent,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
BLINKERED",,moderate,,,107,narrow minded,signal,suggest,revoke,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
HAUGHTY",,easy,,,107,coy,pleasing,arrogant,repentant,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
INDIGENT",,moderate,,,107,native,relative,angry,poor,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PUERILE",,moderate,,,107,holy,childish,immaculate,expunge,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
FACETIOUS",,hard,,,107,factitious,fake,features,flippant,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
UNGAINLY",,easy,,,107,poor ,miserly,unattractive,clumsy,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SYCOPHANT",,moderate,,,107,flatterer,iconic,insane,industrial,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
COMPUNCTION",,hard,,,107,remorse,comprehensible,clarity,alarcrity,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CONTRITE",,moderate,,,107,regretful,tight,"Compact
",contained,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SARDONIC",,moderate,,,107,complete,pungent,humorous,cynical,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PARIAH",,easy,,,107,noise,wind,sail,outcast,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DEMUR",,moderate,,,107,scary,object,consider,gaze,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
MELEE",,hard,,,107,chilled,vogue,distress,tumult,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
EQUANIMITY",,moderate,,,107,calmness,devotion,equality,indulging,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PICAYUNE",,hard,,,107,petite,difficult,petty,error,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PETTIFOGGERY
",,hard,,,107,bicker,instill,unclear,demean,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
POLLYANNISH
",,hard,,,107,transparent,habitual,bulky,optimistic,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
QUIXOTIC",,hard,,,107,idealistic,virtuous,puzzling,fast,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
MAUDLIN
",,hard,,,107,overview,godly,intrepid,"oversentimental",,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DESIGNATE
",,hard,,,107,denote,decry,insipidus,denote,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PERFIDY",,hard,,,107,deceit,mistake,cry,amaze,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
QUISLING
",,hard,,,107,peculiar,trusting,traitor,puzzling,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
GALVANIZE
",,hard,,,107,   glaze,stimulate,petrify,gloomy,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SUPERCILIOUS",,hard,,,107,conceited,odd,incredible,appetizing,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PROTEAN
",,hard,,,107,versatile,strong,atmosphere,overuse,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SATURNINE
",,hard,,,107,gloomy  ,timely,fearful,diligent,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
Jejune",,hard,,,107,joyful,graceful,reluctance,dull,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
INSIPID
",,hard,,,107,draw,creative,moody,uninteresting,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
IRASCIBLE
",,hard,,,107,delinquent,running,irritable,honorable,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
BILIOUS",,hard,,,107,Joyful,wander,spiteful,amusement,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
MENDACITY
",,hard,,,107,lying,curvature,tracking,noise,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
RESPITE",,hard,,,107,rest,provide,courage,renounce,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CESSATION
",,hard,,,107,end,likeliness,accidental,overuse,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CHOLERIC",,hard,,,107,brave,virtue,ill-tempered,absence,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
MARTINET",,hard,,,107,disciplinarian,morbid,boundary,overshadowed,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SOURPUSS",,hard,,,107,misery,aesthetic,important,jarring,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CHURL",,hard,,,107,tenacity,miser,mundane,childish,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
NONPLUS",,hard,,,107,sweet,enigmatic,confused,avoid,,,,,3,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
ABSTEMIOUS",,hard,,,107,absent,aggressive,unfortunate,temperate,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
REPROBATE",,moderate,,,107,disapproval,reverse,analyze,envision,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
ONEROUS",,easy,,,107,dutiful,burdensome,singular,total,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
RAKISH",,hard,,,107,dashing,noisy,controlled,embarrassing,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DEBONAIR",,hard,,,107,adventurous, suave,constant,cater,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
VIRAGO",,hard,,,107,harridan,youthful,considerate,lively,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
CARDINAL",,easy,,,107,foggy,fundamental,caring,cunning,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PAROCHIAL",,easy,,,107,parched,narrow minded,irresolute,verbose,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
ANATHEMA",,moderate,,,107,abhorrent,unusual,diversity,peak,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
DESECRATE
",,hard,,,107,profane,dabble,dress,direct,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
 SANCTIMONIOUS",,easy,,,107, corrupt,aesthetic,rigid,self-righteous,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
ICONOCLAST",,easy,,,107,practitioner,questioner,iconic,ironic,,,,,2,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
MALFEASANCE",,hard,,,107,magnificence,dawn,denying,wrongdoing,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
LASCIVIOUS",,hard,,,107,perverse,hungry,offensive,watchful,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
LECHEROUS",,easy,,,107,dogmatic,pragmatic,untruthful,lustful,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
VENAL
",,easy,,,107,open,spontaneous,significant,corrupt,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SORDID",,easy,,,107,sleazy,salubrious,GAURDED,CONFIDENT,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
TURPITUDE
",,hard,,,107,wicked,convenient,punctual,memorable,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PROVIDENT",,easy,,,107,prudent,spendy,wealthy,happy,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
PARSIMONY
",,easy,,,107,organic,ghastly,attack,defensive,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
NIGGARDLY",,hard,,,107,miser,ghastly,attack,defensive,,,,,1,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
SYBARITE
",,hard,,,107,opaque,trustworthy,manageable,hedonist,,,,,4,,,,,
"Choose the word that is most nearly SIMILAR in meaning to the word in capital letters.
LIBERTINE
",,hard,,,107,freedom,philanderer,needy,morality,,,,,2,,,,,
